SNP_ID	SNP_newID	chromosome	position	cM						
S_19171245	M3700	5	19171245	49.6						
S_19376928	M3701	5	19376928	49.8						
S_19582612	M3702	5	19582612	50						
S_19788296	M3703	5	19788296	50.2						
S_19993980	M3704	5	19993980	50.4						
S_20200581	M3705	5	20200581	50.6						
S_20539042	M3706	5	20539042	50.8						
S_20877503	M3707	5	20877503	51						
S_21215964	M3708	5	21215964	51.2						
S_21554425	M3709	5	21554425	51.4						
S_21892886	M3710	5	21892886	51.6						
S_22045376	M3711	5	22045376	51.8						
S_22197867	M3712	5	22197867	52						
S_22350357	M3713	5	22350357	52.2						
S_22502848	M3714	5	22502848	52.4						
S_22655338	M3715	5	22655338	52.6						
S_22807829	M3716	5	22807829	52.8						
S_22960319	M3717	5	22960319	53						
S_23112810	M3718	5	23112810	53.2						
S_23265300	M3719	5	23265300	53.4						
S_24007357	M3720	5	24007357	53.6						
S_24668030	M3721	5	24668030	53.8						
S_25247319	M3722	5	25247319	54						
S_25826608	M3723	5	25826608	54.2						
S_26405897	M3724	5	26405897	54.4						
S_26985187	M3725	5	26985187	54.6						
S_27564476	M3726	5	27564476	54.8						
S_28143765	M3727	5	28143765	55						
S_28723055	M3728	5	28723055	55.2						
S_29302344	M3729	5	29302344	55.4						
S_29881633	M3730	5	29881633	55.6						
S_30460922	M3731	5	30460922	55.8						
S_30994484	M3732	5	30994484	56						
S_31218586	M3733	5	31218586	56.2						
S_31442689	M3734	5	31442689	56.4						
S_31666791	M3735	5	31666791	56.6						
S_31890893	M3736	5	31890893	56.8						
S_32114996	M3737	5	32114996	57						
S_32639579	M3738	5	32639579	57.2						
S_33285364	M3739	5	33285364	57.4						
S_34281136	M3740	5	34281136	57.6						
S_35277086	M3741	5	35277086	57.8						
S_36905989	M3742	5	36905989	58						
S_39192429	M3743	5	39192429	58.2						
S_40165615	M3744	5	40165615	58.4						
S_41138800	M3745	5	41138800	58.6						
S_42111986	M3746	5	42111986	58.8						
S_43085171	M3747	5	43085171	59						
S_44058357	M3748	5	44058357	59.2						
S_45031542	M3749	5	45031542	59.4						
S_46004728	M3750	5	46004728	59.6						
S_46977913	M3751	5	46977913	59.8						
S_47951099	M3752	5	47951099	60						
S_48924284	M3753	5	48924284	60.2						
S_49897470	M3754	5	49897470	60.4						
S_50874559	M3755	5	50874559	60.6						
S_51851649	M3756	5	51851649	60.8						
S_52828738	M3757	5	52828738	61						
S_53805828	M3758	5	53805828	61.2						
S_54782917	M3759	5	54782917	61.4						
S_55760006	M3760	5	55760006	61.6						
S_56737096	M3761	5	56737096	61.8						
S_57714185	M3762	5	57714185	62						
S_58603559	M3763	5	58603559	62.2						
S_59271817	M3764	5	59271817	62.4						
S_59637108	M3765	5	59637108	62.6						
S_60002766	M3766	5	60002766	62.8						
S_60774480	M3767	5	60774480	63						
S_61372861	M3768	5	61372861	63.2						
S_62113519	M3769	5	62113519	63.4						
S_63115013	M3770	5	63115013	63.6						
S_64119272	M3771	5	64119272	63.8						
S_65275605	M3772	5	65275605	64						
S_66431937	M3773	5	66431937	64.2						
S_67327835	M3774	5	67327835	64.4						
S_68223732	M3775	5	68223732	64.6						
S_69119630	M3776	5	69119630	64.8						
S_69574110	M3777	5	69574110	65						
S_70028590	M3778	5	70028590	65.2						
S_70494413	M3779	5	70494413	65.4						
S_71394913	M3780	5	71394913	65.6						
S_73132746	M3781	5	73132746	65.8						
S_73833475	M3782	5	73833475	66						
S_74534203	M3783	5	74534203	66.2						
S_75234932	M3784	5	75234932	66.4						
S_75935661	M3785	5	75935661	66.6						
S_76634666	M3786	5	76634666	66.8						
S_77333671	M3787	5	77333671	67						
S_78032676	M3788	5	78032676	67.2						
S_78976872	M3789	5	78976872	67.4						
S_80166258	M3790	5	80166258	67.6						
S_81355643	M3791	5	81355643	67.8						
S_82302758	M3792	5	82302758	68						
S_83007601	M3793	5	83007601	68.2						
S_83712444	M3794	5	83712444	68.4						
S_84885005	M3795	5	84885005	68.6						
S_86151625	M3796	5	86151625	68.8						
S_87418244	M3797	5	87418244	69						
S_88684864	M3798	5	88684864	69.2						
S_90566175	M3799	5	90566175	69.4						
S_94093270	M3800	5	94093270	69.6						
S_112928392	M3801	5	112928392	69.8						
S_117107702	M3802	5	117107702	70						
S_121287011	M3803	5	121287011	70.2						
S_125466321	M3804	5	125466321	70.4						
S_129645630	M3805	5	129645630	70.6						
S_133824940	M3806	5	133824940	70.8						
S_138004249	M3807	5	138004249	71						
S_140575190	M3808	5	140575190	71.2						
S_141537763	M3809	5	141537763	71.4						
S_142500336	M3810	5	142500336	71.6						
S_143462909	M3811	5	143462909	71.8						
S_144425482	M3812	5	144425482	72						
S_145388055	M3813	5	145388055	72.2						
S_146510222	M3814	5	146510222	72.4						
S_147791983	M3815	5	147791983	72.6						
S_149073745	M3816	5	149073745	72.8						
S_150355506	M3817	5	150355506	73						
S_151637268	M3818	5	151637268	73.2						
S_152919029	M3819	5	152919029	73.4						
S_154200791	M3820	5	154200791	73.6						
S_155482552	M3821	5	155482552	73.8						
S_156764314	M3822	5	156764314	74						
S_158046075	M3823	5	158046075	74.2						
S_158887440	M3824	5	158887440	74.4						
S_159288407	M3825	5	159288407	74.6						
S_159713801	M3826	5	159713801	74.8						
S_160139194	M3827	5	160139194	75						
S_160564588	M3828	5	160564588	75.2						
S_160989981	M3829	5	160989981	75.4						
S_161565005	M3830	5	161565005	75.6						
S_162140030	M3831	5	162140030	75.8						
S_162715054	M3832	5	162715054	76						
S_163290078	M3833	5	163290078	76.2						
S_163865103	M3834	5	163865103	76.4						
S_164440127	M3835	5	164440127	76.6						
S_164883453	M3836	5	164883453	76.8						
S_165195080	M3837	5	165195080	77						
S_165506708	M3838	5	165506708	77.2						
S_165818336	M3839	5	165818336	77.4						
S_166129963	M3840	5	166129963	77.6						
S_166441591	M3841	5	166441591	77.8						
S_166753218	M3842	5	166753218	78						
S_167064846	M3843	5	167064846	78.2						
S_167279119	M3844	5	167279119	78.4						
S_167493392	M3845	5	167493392	78.6						
S_167707665	M3846	5	167707665	78.8						
S_167921938	M3847	5	167921938	79						
S_168136211	M3848	5	168136211	79.2						
S_168350484	M3849	5	168350484	79.4						
S_168673498	M3850	5	168673498	79.6						
S_168874630	M3851	5	168874630	79.8						
S_169075762	M3852	5	169075762	80						
S_169276895	M3853	5	169276895	80.2						
S_169478027	M3854	5	169478027	80.4						
S_169849055	M3855	5	169849055	80.6						
S_169975064	M3856	5	169975064	80.8						
S_170101072	M3857	5	170101072	81						
S_170227080	M3858	5	170227080	81.2						
S_170353089	M3859	5	170353089	81.4						
S_170521066	M3860	5	170521066	81.6						
S_170731012	M3861	5	170731012	81.8						
S_170940957	M3862	5	170940957	82						
S_171150903	M3863	5	171150903	82.2						
S_171360849	M3864	5	171360849	82.4						
S_171570795	M3865	5	171570795	82.6						
S_171780740	M3866	5	171780740	82.8						
S_171990686	M3867	5	171990686	83						
S_172395199	M3868	5	172395199	83.2						
S_172575848	M3869	5	172575848	83.4						
S_172756497	M3870	5	172756497	83.6						
S_172937146	M3871	5	172937146	83.8						
S_173480491	M3872	5	173480491	84						
S_173662901	M3873	5	173662901	84.2						
S_173845311	M3874	5	173845311	84.4						
S_174027721	M3875	5	174027721	84.6						
S_174210131	M3876	5	174210131	84.8						
S_174392541	M3877	5	174392541	85						
S_174574951	M3878	5	174574951	85.2						
S_174757361	M3879	5	174757361	85.4						
S_174939772	M3880	5	174939772	85.6						
S_175122182	M3881	5	175122182	85.8						
S_175304592	M3882	5	175304592	86						
S_175487002	M3883	5	175487002	86.2						
S_175669412	M3884	5	175669412	86.4						
S_175851822	M3885	5	175851822	86.6						
S_176034232	M3886	5	176034232	86.8						
S_176219900	M3887	5	176219900	87						
S_176533110	M3888	5	176533110	87.2						
S_176846319	M3889	5	176846319	87.4						
S_177159529	M3890	5	177159529	87.6						
S_177472738	M3891	5	177472738	87.8						
S_177785948	M3892	5	177785948	88						
S_178099157	M3893	5	178099157	88.2						
S_178412367	M3894	5	178412367	88.4						
S_178725577	M3895	5	178725577	88.6						
S_179038786	M3896	5	179038786	88.8						
S_179335547	M3897	5	179335547	89						
S_179615856	M3898	5	179615856	89.2						
S_179896166	M3899	5	179896166	89.4						
S_180176475	M3900	5	180176475	89.6						
S_180456785	M3901	5	180456785	89.8						
S_180737094	M3902	5	180737094	90						
S_180967299	M3903	5	180967299	90.2						
S_181387545	M3904	5	181387545	90.4						
S_182040351	M3905	5	182040351	90.6						
S_182760980	M3906	5	182760980	90.8						
S_183182129	M3907	5	183182129	91						
S_183303798	M3908	5	183303798	91.2						
S_183425467	M3909	5	183425467	91.4						
S_183547136	M3910	5	183547136	91.6						
S_183693045	M3911	5	183693045	91.8						
S_183863194	M3912	5	183863194	92						
S_184033342	M3913	5	184033342	92.2						
S_184203491	M3914	5	184203491	92.4						
S_184373640	M3915	5	184373640	92.6						
S_184543788	M3916	5	184543788	92.8						
S_184713937	M3917	5	184713937	93						
S_184884085	M3918	5	184884085	93.2						
S_185054234	M3919	5	185054234	93.4						
S_185224382	M3920	5	185224382	93.6						
S_185394531	M3921	5	185394531	93.8						
S_185564680	M3922	5	185564680	94						
S_185734828	M3923	5	185734828	94.2						
S_185904977	M3924	5	185904977	94.4						
S_186075125	M3925	5	186075125	94.6						
S_186245274	M3926	5	186245274	94.8						
S_186415422	M3927	5	186415422	95						
S_186585571	M3928	5	186585571	95.2						
S_186755720	M3929	5	186755720	95.4						
S_186925868	M3930	5	186925868	95.6						
S_187096017	M3931	5	187096017	95.8						
S_187266165	M3932	5	187266165	96						
S_187436314	M3933	5	187436314	96.2						
S_187606462	M3934	5	187606462	96.4						
S_187776611	M3935	5	187776611	96.6						
S_187946760	M3936	5	187946760	96.8						
S_188116908	M3937	5	188116908	97						
S_188287057	M3938	5	188287057	97.2						
S_188457205	M3939	5	188457205	97.4						
S_188627354	M3940	5	188627354	97.6						
S_188797502	M3941	5	188797502	97.8						
S_188967651	M3942	5	188967651	98						
S_189246843	M3943	5	189246843	98.2						
S_189526035	M3944	5	189526035	98.4						
S_189805227	M3945	5	189805227	98.6						
S_190057424	M3946	5	190057424	98.8						
S_190309621	M3947	5	190309621	99						
S_190561818	M3948	5	190561818	99.2						
S_190717210	M3949	5	190717210	99.4						
S_190915345	M3950	5	190915345	99.6						
S_191253032	M3951	5	191253032	99.8						
S_191590719	M3952	5	191590719	100						
S_191706159	M3953	5	191706159	100.2						
S_191821600	M3954	5	191821600	100.4						
S_191937040	M3955	5	191937040	100.6						
S_192052481	M3956	5	192052481	100.8						
S_192167921	M3957	5	192167921	101						
S_192621814	M3958	5	192621814	101.2						
S_193069314	M3959	5	193069314	101.4						
S_193510419	M3960	5	193510419	101.6						
S_193858782	M3961	5	193858782	101.8						
S_194114401	M3962	5	194114401	102						
S_194370021	M3963	5	194370021	102.2						
S_194625641	M3964	5	194625641	102.4						
S_194881260	M3965	5	194881260	102.6						
S_195136880	M3966	5	195136880	102.8						
S_195392499	M3967	5	195392499	103						
S_195648119	M3968	5	195648119	103.2						
S_195903738	M3969	5	195903738	103.4						
S_196159358	M3970	5	196159358	103.6						
S_196414978	M3971	5	196414978	103.8						
S_196670597	M3972	5	196670597	104						
S_196926217	M3973	5	196926217	104.2						
S_197181836	M3974	5	197181836	104.4						
S_197437456	M3975	5	197437456	104.6						
S_197693076	M3976	5	197693076	104.8						
S_197948695	M3977	5	197948695	105						
S_198204315	M3978	5	198204315	105.2						
S_198459934	M3979	5	198459934	105.4						
S_198715554	M3980	5	198715554	105.6						
S_198971173	M3981	5	198971173	105.8						
S_199226793	M3982	5	199226793	106						
S_199380293	M3983	5	199380293	106.2						
S_199770863	M3984	5	199770863	106.4						
S_200161433	M3985	5	200161433	106.6						
S_200552003	M3986	5	200552003	106.8						
S_200675919	M3987	5	200675919	107						
S_200799835	M3988	5	200799835	107.2						
S_200923752	M3989	5	200923752	107.4						
S_201047668	M3990	5	201047668	107.6						
S_201171584	M3991	5	201171584	107.8						
S_201295500	M3992	5	201295500	108						
S_201419417	M3993	5	201419417	108.2						
S_201543333	M3994	5	201543333	108.4						
S_201667249	M3995	5	201667249	108.6						
S_201993308	M3996	5	201993308	108.8						
S_202183103	M3997	5	202183103	109						
S_202372898	M3998	5	202372898	109.2						
S_202562693	M3999	5	202562693	109.4						
S_202752488	M4000	5	202752488	109.6						
S_202942283	M4001	5	202942283	109.8						
S_203205315	M4002	5	203205315	110						
S_203392355	M4003	5	203392355	110.2						
S_203547526	M4004	5	203547526	110.4						
S_203678793	M4005	5	203678793	110.6						
S_203786155	M4006	5	203786155	110.8						
S_203893518	M4007	5	203893518	111						
S_204000881	M4008	5	204000881	111.2						
S_204108244	M4009	5	204108244	111.4						
S_204215607	M4010	5	204215607	111.6						
S_204322970	M4011	5	204322970	111.8						
S_204366602	M4012	5	204366602	112						
S_204410233	M4013	5	204410233	112.2						
S_204453865	M4014	5	204453865	112.4						
S_204497496	M4015	5	204497496	112.6						
S_204541128	M4016	5	204541128	112.8						
S_204584760	M4017	5	204584760	113						
S_204628391	M4018	5	204628391	113.2						
S_204672023	M4019	5	204672023	113.4						
S_204715654	M4020	5	204715654	113.6						
S_204759286	M4021	5	204759286	113.8						
S_204859285	M4022	5	204859285	114						
S_204959195	M4023	5	204959195	114.2						
S_205059018	M4024	5	205059018	114.4						
S_205158840	M4025	5	205158840	114.6						
S_205258663	M4026	5	205258663	114.8						
S_205338577	M4027	5	205338577	115						
S_205398582	M4028	5	205398582	115.2						
S_205458588	M4029	5	205458588	115.4						
S_205518594	M4030	5	205518594	115.6						
S_205578599	M4031	5	205578599	115.8						
S_205638605	M4032	5	205638605	116						
S_205698610	M4033	5	205698610	116.2						
S_205758616	M4034	5	205758616	116.4						
S_205818621	M4035	5	205818621	116.6						
S_205878627	M4036	5	205878627	116.8						
S_205938633	M4037	5	205938633	117						
S_205998638	M4038	5	205998638	117.2						
S_206058644	M4039	5	206058644	117.4						
S_206118649	M4040	5	206118649	117.6						
S_206178655	M4041	5	206178655	117.8						
S_206238660	M4042	5	206238660	118						
S_206298666	M4043	5	206298666	118.2						
S_206358672	M4044	5	206358672	118.4						
S_206418677	M4045	5	206418677	118.6						
S_206478683	M4046	5	206478683	118.8						
S_206538688	M4047	5	206538688	119						
S_206598694	M4048	5	206598694	119.2						
S_206658699	M4049	5	206658699	119.4						
S_206718705	M4050	5	206718705	119.6						
S_206778711	M4051	5	206778711	119.8						
S_206838716	M4052	5	206838716	120						
S_206898722	M4053	5	206898722	120.2						
S_206958727	M4054	5	206958727	120.4						
S_207018733	M4055	5	207018733	120.6						
S_207078738	M4056	5	207078738	120.8						
S_207138744	M4057	5	207138744	121						
S_207198750	M4058	5	207198750	121.2						
S_207258755	M4059	5	207258755	121.4						
S_207318761	M4060	5	207318761	121.6						
S_207378766	M4061	5	207378766	121.8						
S_207438772	M4062	5	207438772	122						
S_207498777	M4063	5	207498777	122.2						
S_207558783	M4064	5	207558783	122.4						
S_207618789	M4065	5	207618789	122.6						
S_207678794	M4066	5	207678794	122.8						
S_207739997	M4067	5	207739997	123						
S_207802396	M4068	5	207802396	123.2						
S_207864795	M4069	5	207864795	123.4						
S_207927195	M4070	5	207927195	123.6						
S_207989594	M4071	5	207989594	123.8						
S_208051993	M4072	5	208051993	124						
S_208114393	M4073	5	208114393	124.2						
S_208176792	M4074	5	208176792	124.4						
S_208239191	M4075	5	208239191	124.6						
S_208297027	M4076	5	208297027	124.8						
S_208350299	M4077	5	208350299	125						
S_208416237	M4078	5	208416237	125.2						
S_208482175	M4079	5	208482175	125.4						
S_208548114	M4080	5	208548114	125.6						
S_208614052	M4081	5	208614052	125.8						
S_208679990	M4082	5	208679990	126						
S_208745928	M4083	5	208745928	126.2						
S_208980083	M4084	5	208980083	126.4						
S_209214237	M4085	5	209214237	126.6						
S_209448392	M4086	5	209448392	126.8						
S_209682546	M4087	5	209682546	127						
S_209737924	M4088	5	209737924	127.2						
S_209793301	M4089	5	209793301	127.4						
S_209848679	M4090	5	209848679	127.6						
S_209904056	M4091	5	209904056	127.8						
S_209959434	M4092	5	209959434	128						
S_210014812	M4093	5	210014812	128.2						
S_210070189	M4094	5	210070189	128.4						
S_210125567	M4095	5	210125567	128.6						
S_210180944	M4096	5	210180944	128.8						
S_210236322	M4097	5	210236322	129						
S_210291700	M4098	5	210291700	129.2						
S_210347077	M4099	5	210347077	129.4						
S_210402455	M4100	5	210402455	129.6						
S_210457832	M4101	5	210457832	129.8						
S_210513210	M4102	5	210513210	130						
S_210568587	M4103	5	210568587	130.2						
S_210623965	M4104	5	210623965	130.4						
S_210679343	M4105	5	210679343	130.6						
S_210734720	M4106	5	210734720	130.8						
S_210790098	M4107	5	210790098	131						
S_210845475	M4108	5	210845475	131.2						
S_210900853	M4109	5	210900853	131.4						
S_210956231	M4110	5	210956231	131.6						
S_211011608	M4111	5	211011608	131.8						
S_211066986	M4112	5	211066986	132						
S_211122363	M4113	5	211122363	132.2						
S_211177741	M4114	5	211177741	132.4						
S_211226065	M4115	5	211226065	132.6						
S_211274389	M4116	5	211274389	132.8						
S_211322713	M4117	5	211322713	133						
S_211371037	M4118	5	211371037	133.2						
S_211419361	M4119	5	211419361	133.4						
S_211467685	M4120	5	211467685	133.6						
S_211516009	M4121	5	211516009	133.8						
S_211564333	M4122	5	211564333	134						
S_211612657	M4123	5	211612657	134.2						
S_211660981	M4124	5	211660981	134.4						
S_211709305	M4125	5	211709305	134.6						
S_211757628	M4126	5	211757628	134.8						
S_211805952	M4127	5	211805952	135						
S_211854276	M4128	5	211854276	135.2						
S_211902600	M4129	5	211902600	135.4						
S_211950924	M4130	5	211950924	135.6						
S_211999248	M4131	5	211999248	135.8						
S_212047572	M4132	5	212047572	136						
S_212095896	M4133	5	212095896	136.2						
S_212144220	M4134	5	212144220	136.4						
S_212192544	M4135	5	212192544	136.6						
S_212240868	M4136	5	212240868	136.8						
S_212329257	M4137	5	212329257	137						
S_212417646	M4138	5	212417646	137.2						
S_212506036	M4139	5	212506036	137.4						
S_212594425	M4140	5	212594425	137.6						
S_212682814	M4141	5	212682814	137.8						
S_212726881	M4142	5	212726881	138						
S_212770949	M4143	5	212770949	138.2						
S_212815016	M4144	5	212815016	138.4						
S_212859084	M4145	5	212859084	138.6						
S_212903151	M4146	5	212903151	138.8						
S_212947219	M4147	5	212947219	139						
S_212991286	M4148	5	212991286	139.2						
S_213035354	M4149	5	213035354	139.4						
S_213079421	M4150	5	213079421	139.6						
S_213123489	M4151	5	213123489	139.8						
S_213167556	M4152	5	213167556	140						
S_213211624	M4153	5	213211624	140.2						
S_213255691	M4154	5	213255691	140.4						
S_213299759	M4155	5	213299759	140.6						
S_213343826	M4156	5	213343826	140.8						
S_213387894	M4157	5	213387894	141						
S_213431961	M4158	5	213431961	141.2						
S_213476029	M4159	5	213476029	141.4						
S_213520096	M4160	5	213520096	141.6						
S_213564164	M4161	5	213564164	141.8						
S_213608231	M4162	5	213608231	142						
S_213652299	M4163	5	213652299	142.2						
S_213696366	M4164	5	213696366	142.4						
S_213740434	M4165	5	213740434	142.6						
S_213784501	M4166	5	213784501	142.8						
S_213828569	M4167	5	213828569	143						
S_213872636	M4168	5	213872636	143.2						
S_213916704	M4169	5	213916704	143.4						
S_213960771	M4170	5	213960771	143.6						
S_214004839	M4171	5	214004839	143.8						
S_214048906	M4172	5	214048906	144						
S_214092974	M4173	5	214092974	144.2						
S_214137041	M4174	5	214137041	144.4						
S_214181109	M4175	5	214181109	144.6						
S_214225176	M4176	5	214225176	144.8						
S_214269244	M4177	5	214269244	145						
S_214313311	M4178	5	214313311	145.2						
S_214357379	M4179	5	214357379	145.4						
S_214401446	M4180	5	214401446	145.6						
S_214445514	M4181	5	214445514	145.8						
S_214489581	M4182	5	214489581	146						
S_214533649	M4183	5	214533649	146.2						
S_214577716	M4184	5	214577716	146.4						
S_214621784	M4185	5	214621784	146.6						
S_214665851	M4186	5	214665851	146.8						
S_214709919	M4187	5	214709919	147						
S_214753986	M4188	5	214753986	147.2						
S_214798054	M4189	5	214798054	147.4						
S_214842121	M4190	5	214842121	147.6						
S_214886189	M4191	5	214886189	147.8						
S_214930256	M4192	5	214930256	148						
S_214974324	M4193	5	214974324	148.2						
S_215018391	M4194	5	215018391	148.4						
S_215062459	M4195	5	215062459	148.6						
S_215106526	M4196	5	215106526	148.8						
S_215150594	M4197	5	215150594	149						
S_215194661	M4198	5	215194661	149.2						
S_215238729	M4199	5	215238729	149.4						
S_215282796	M4200	5	215282796	149.6						
S_215326864	M4201	5	215326864	149.8						
S_215370931	M4202	5	215370931	150						
S_215414999	M4203	5	215414999	150.2						
S_215459066	M4204	5	215459066	150.4						
S_215503134	M4205	5	215503134	150.6						
S_215547201	M4206	5	215547201	150.8						
S_215591269	M4207	5	215591269	151						
S_215635336	M4208	5	215635336	151.2						
S_215679404	M4209	5	215679404	151.4						
S_215723471	M4210	5	215723471	151.6						
S_215767539	M4211	5	215767539	151.8						
S_215811606	M4212	5	215811606	152						
S_215894542	M4213	5	215894542	152.2						
S_216016345	M4214	5	216016345	152.4						
S_216138148	M4215	5	216138148	152.6						
S_216259952	M4216	5	216259952	152.8						
S_216381755	M4217	5	216381755	153						
S_217376156	M4218	5	217376156	153.2						
S_217439967	M4219	5	217439967	153.4						
S_217503778	M4220	5	217503778	153.6						
S_217567589	M4221	5	217567589	153.8						
S_217631400	M4222	5	217631400	154						
S_217695211	M4223	5	217695211	154.2						
S_217759022	M4224	5	217759022	154.4						
S_1793273	M4225	6	1793273	-1.4						
S_3077418	M4226	6	3077418	-1.2						
S_4361564	M4227	6	4361564	-1						
S_5645709	M4228	6	5645709	-0.8						
S_6929855	M4229	6	6929855	-0.6						
S_8214000	M4230	6	8214000	-0.4						
S_9498146	M4231	6	9498146	-0.2						
S_10090829	M4232	6	10090829	-2.78E-16						
S_10683511	M4233	6	10683511	0.2						
S_11276194	M4234	6	11276194	0.4						
S_11868877	M4235	6	11868877	0.6						
S_12461559	M4236	6	12461559	0.8						
S_13054242	M4237	6	13054242	1						
S_13646924	M4238	6	13646924	1.2						
S_14239607	M4239	6	14239607	1.4						
S_14832290	M4240	6	14832290	1.6						
S_15424972	M4241	6	15424972	1.8						
S_16017655	M4242	6	16017655	2						
S_16610338	M4243	6	16610338	2.2						
S_17203020	M4244	6	17203020	2.4						
S_17795703	M4245	6	17795703	2.6						
S_18388385	M4246	6	18388385	2.8						
S_18981068	M4247	6	18981068	3						
S_19573751	M4248	6	19573751	3.2						
S_20166433	M4249	6	20166433	3.4						
S_20759116	M4250	6	20759116	3.6						
S_21351799	M4251	6	21351799	3.8						
S_21944481	M4252	6	21944481	4						
S_22537164	M4253	6	22537164	4.2						
S_23129846	M4254	6	23129846	4.4						
S_23722529	M4255	6	23722529	4.6						
S_24315212	M4256	6	24315212	4.8						
S_24989370	M4257	6	24989370	5						
S_25745004	M4258	6	25745004	5.2						
S_26500638	M4259	6	26500638	5.4						
S_27256272	M4260	6	27256272	5.6						
S_28011906	M4261	6	28011906	5.8						
S_28767539	M4262	6	28767539	6						
S_29523173	M4263	6	29523173	6.2						
S_30278807	M4264	6	30278807	6.4						
S_31034441	M4265	6	31034441	6.6						
S_32190999	M4266	6	32190999	6.8						
S_33387807	M4267	6	33387807	7						
S_34223940	M4268	6	34223940	7.2						
S_35060073	M4269	6	35060073	7.4						
S_35896207	M4270	6	35896207	7.6						
S_37478467	M4271	6	37478467	7.8						
S_39370507	M4272	6	39370507	8						
S_46637613	M4273	6	46637613	8.2						
S_53904720	M4274	6	53904720	8.4						
S_58264144	M4275	6	58264144	8.6						
S_60362648	M4276	6	60362648	8.8						
S_62461152	M4277	6	62461152	9						
S_64559656	M4278	6	64559656	9.2						
S_66658160	M4279	6	66658160	9.4						
S_68756663	M4280	6	68756663	9.6						
S_70855167	M4281	6	70855167	9.8						
S_72953671	M4282	6	72953671	10						
S_75052175	M4283	6	75052175	10.2						
S_77150679	M4284	6	77150679	10.4						
S_78628731	M4285	6	78628731	10.6						
S_79486332	M4286	6	79486332	10.8						
S_81334044	M4287	6	81334044	11						
S_82011697	M4288	6	82011697	11.2						
S_82648835	M4289	6	82648835	11.4						
S_83229419	M4290	6	83229419	11.6						
S_83748727	M4291	6	83748727	11.8						
S_84268035	M4292	6	84268035	12						
S_84787343	M4293	6	84787343	12.2						
S_85191341	M4294	6	85191341	12.4						
S_85595339	M4295	6	85595339	12.6						
S_86027433	M4296	6	86027433	12.8						
S_86377050	M4297	6	86377050	13						
S_86615441	M4298	6	86615441	13.2						
S_86853833	M4299	6	86853833	13.4						
S_87092224	M4300	6	87092224	13.6						
S_87330615	M4301	6	87330615	13.8						
S_87569007	M4302	6	87569007	14						
S_87807398	M4303	6	87807398	14.2						
S_88045790	M4304	6	88045790	14.4						
S_88284181	M4305	6	88284181	14.6						
S_88522572	M4306	6	88522572	14.8						
S_88760964	M4307	6	88760964	15						
S_88999355	M4308	6	88999355	15.2						
S_89237747	M4309	6	89237747	15.4						
S_89476138	M4310	6	89476138	15.6						
S_89714530	M4311	6	89714530	15.8						
S_89952921	M4312	6	89952921	16						
S_90191312	M4313	6	90191312	16.2						
S_90429704	M4314	6	90429704	16.4						
S_90668095	M4315	6	90668095	16.6						
S_90906487	M4316	6	90906487	16.8						
S_91144878	M4317	6	91144878	17						
S_91383269	M4318	6	91383269	17.2						
S_91621661	M4319	6	91621661	17.4						
S_91860052	M4320	6	91860052	17.6						
S_92098444	M4321	6	92098444	17.8						
S_92336835	M4322	6	92336835	18						
S_92575227	M4323	6	92575227	18.2						
S_92813618	M4324	6	92813618	18.4						
S_93144004	M4325	6	93144004	18.6						
S_93293152	M4326	6	93293152	18.8						
S_93442301	M4327	6	93442301	19						
S_93591449	M4328	6	93591449	19.2						
S_93740597	M4329	6	93740597	19.4						
S_93889745	M4330	6	93889745	19.6						
S_94038894	M4331	6	94038894	19.8						
S_94188042	M4332	6	94188042	20						
S_94337190	M4333	6	94337190	20.2						
S_94486338	M4334	6	94486338	20.4						
S_94635487	M4335	6	94635487	20.6						
S_94784635	M4336	6	94784635	20.8						
S_94933783	M4337	6	94933783	21						
S_95082931	M4338	6	95082931	21.2						
S_95232079	M4339	6	95232079	21.4						
S_95381228	M4340	6	95381228	21.6						
S_95530376	M4341	6	95530376	21.8						
S_95724368	M4342	6	95724368	22						
S_95963203	M4343	6	95963203	22.2						
S_96202039	M4344	6	96202039	22.4						
S_96440874	M4345	6	96440874	22.6						
S_96679709	M4346	6	96679709	22.8						
S_96918545	M4347	6	96918545	23						
S_97157380	M4348	6	97157380	23.2						
S_97396216	M4349	6	97396216	23.4						
S_97635051	M4350	6	97635051	23.6						
S_97873886	M4351	6	97873886	23.8						
S_98112722	M4352	6	98112722	24						
S_98351557	M4353	6	98351557	24.2						
S_98590393	M4354	6	98590393	24.4						
S_98829228	M4355	6	98829228	24.6						
S_99068063	M4356	6	99068063	24.8						
S_99306899	M4357	6	99306899	25						
S_99545734	M4358	6	99545734	25.2						
S_99784570	M4359	6	99784570	25.4						
S_100023405	M4360	6	100023405	25.6						
S_100262240	M4361	6	100262240	25.8						
S_100501076	M4362	6	100501076	26						
S_100739911	M4363	6	100739911	26.2						
S_100978747	M4364	6	100978747	26.4						
S_101217582	M4365	6	101217582	26.6						
S_101456417	M4366	6	101456417	26.8						
S_101695253	M4367	6	101695253	27						
S_101934088	M4368	6	101934088	27.2						
S_102172924	M4369	6	102172924	27.4						
S_102411759	M4370	6	102411759	27.6						
S_102503183	M4371	6	102503183	27.8						
S_102594606	M4372	6	102594606	28						
S_102686030	M4373	6	102686030	28.2						
S_102777453	M4374	6	102777453	28.4						
S_102988778	M4375	6	102988778	28.6						
S_103320005	M4376	6	103320005	28.8						
